AirIn,Air.T,Air.P,WaterIn,Water.T,Water.Density,Mixture.zone.P,riser.outlet.P,P.topsep,FR.topsep.gas,FR.topsep.liquid,P_3phase,Air.Valve,Water.level,Water.coalescer,Water.level.valve,water.tank.level,Fault
153.2247925,16.80752945,1.74941504,0.44352451,23.3396492,996.7235718,1.490561008,1.204843044,1.081547976,9.771268845,0.66935879,1.057430983,29.73747063,63.15184021,98.68238831,5.518518925,1.44172895,0.0
119.8090973,15.75041962,1.30242002,0.099633679,23.59514046,997.7299194,1.225247979,1.017920017,1.01788795,0.00020423,0.109654501,0.995598614,25.00383949,62.21166992,98.69302368,3.142932892,1.444406033,0.0
78.90535736,18.89306068,6.908366203,0.499080688,25.44866943,996.3571167,1.398759007,1.079432964,1.020666957,0.113004804,1.35848999,0.999756217,22.15983963,61.76900101,98.69980621,7.255246162,1.439211011,0.0
152.4777069,15.7574501,1.689164042,0.49661091,25.09346008,995.4345703,1.394338965,1.121394992,1.021741986,7.705684185,1.388229012,0.998773813,27.29595947,61.91841125,98.65841675,7.914311886,1.440654993,0.0
148.6963043,15.77414989,1.679299951,0.496091902,25.07159996,995.1751709,1.402925968,1.085870028,1.023182988,6.937051773,0.616947114,1.001170993,27.2869091,62.08491135,98.69602966,8.350732803,1.442734957,0.0
118.7552032,15.71164036,1.296476007,0.099501774,23.62655067,997.7064209,1.230502009,1.011721015,1.016487956,0.367086589,0.093199737,0.995970786,24.95059967,61.98804855,98.64694977,3.234973907,1.443119049,0.0
120.8342972,15.63747978,1.295186996,0.099249467,23.59514046,997.661377,1.230155945,1.02411902,1.02717495,0.000172974,0.068125479,1.005321026,25.11034966,62.1258316,98.62315369,2.5799191,1.444293976,0.0
79.11039734,17.87343979,6.883904934,0.498794496,25.38582993,996.3206787,1.258694053,1.029840946,0.949345887,0.064924732,0.736426473,0.927541375,21.4117794,61.75558853,98.68521881,6.809463978,1.441377044,0.0
152.572998,15.95763016,1.711737037,0.496675402,25.16585922,996.1339111,1.40149498,1.079432964,1.022393942,8.766710281,0.945923686,0.999313593,27.24587059,61.74037933,98.67436218,7.631709099,1.442649961,0.0
148.457901,16.01592064,1.732175946,0.496043503,25.32298088,996.1569214,1.398188949,1.160495996,1.019770026,7.039401054,0.73485589,0.999262691,27.29154968,61.78807068,98.6088028,8.004033089,1.43928802,0.0
118.3738022,15.61763,1.282852054,0.099143207,23.90922928,997.6425171,1.218662977,1.015058994,1.021602988,0.000499368,0.081436552,0.998007476,24.93026924,61.7505188,98.65608978,2.321273088,1.445248008,0.0
148.2480927,15.80657005,1.690636992,0.499204308,25.30727005,995.9168701,1.450201035,1.137130976,1.019745946,7.210998058,0.720355988,0.997402012,27.36024094,62.00741959,98.79374695,7.981010914,1.441434979,0.0
79.71121979,18.59917068,7.024116039,0.498910904,25.32298088,996.3355103,1.470316052,1.149767041,1.050178051,8.87e-05,0.698238313,1.028872967,22.51236916,62.36981964,98.68891907,7.723731995,1.438786983,0.0
101.3814011,18.29652977,6.969254971,0.100546204,23.24967003,997.8925781,1.226521015,1.017205,1.025387049,2.61e-05,0.101754501,1.004699945,24.11927032,62.18861008,98.68557739,3.163009882,1.443439007,0.0
119.0127029,15.75162029,1.28391099,0.099637762,23.55744934,997.7307129,1.207195044,1.019350052,1.018947005,0.000190615,0.104728401,0.996012211,24.95734978,62.10062027,98.71446991,3.179625988,1.444681048,0.0
152.7637939,15.74435043,1.707826018,0.495882511,25.04018021,995.3060303,1.429265022,1.149291039,1.029032946,8.272069931,0.924094975,1.005578995,27.45782089,61.92634964,98.64098358,8.003207207,1.439237952,0.0
121.8690033,15.63782978,1.297094941,0.099061832,23.65796089,997.6279297,1.229452014,1.018396974,1.025318027,0.000393284,0.077002473,1.003399968,24.95857048,61.7573204,98.67875671,3.35798502,1.445191979,0.0
119.6325989,15.81431961,1.326161027,0.099851042,23.45544052,997.7686768,1.226093054,1.016489029,1.021602988,0.000199102,0.080614753,0.999874711,25.1683197,62.16239166,98.70157623,3.207525969,1.440009952,0.0
148.2718964,15.87516975,1.728991032,0.497569293,25.22871017,996.1013184,1.448495984,1.196259975,1.025455952,6.722567081,1.026757956,1.002318025,27.4732399,62.17232132,98.61128235,7.906503201,1.439403057,0.0
119.5325012,16.24749947,1.855671048,0.1001724,23.50091934,997.8259888,1.214890957,1.010529041,1.025318027,0.000378784,0.073194683,1.001708031,25.30186081,62.2131691,98.68666077,2.80546999,1.443856001,0.0
121.2490997,16.31472969,1.879120946,0.100249402,23.41455078,997.8397217,1.220422983,1.014343977,1.023460984,0.000590756,0.084794991,1.002025008,25.14833069,61.93085861,98.70662689,3.353125095,1.443796992,0.0
79.42511749,17.78488922,6.91605711,0.499460489,25.48008919,996.3195801,1.409644008,1.01481998,0.945149779,0.008798684,0.253917605,0.921450078,22.21010017,61.61162949,98.6674118,7.170764923,1.441377044,0.0
150.5845947,15.74489975,1.695047975,0.495913088,24.91449928,995.3112793,1.444368958,1.117341995,1.029803038,7.738904953,0.6944893,1.005002022,27.46310043,61.87866974,98.64965057,7.919093132,1.439782977,0.0
153.4122925,15.7431097,1.695381999,0.495813489,24.82024002,995.2938232,1.416115046,1.124732971,1.025979996,7.991913795,0.646106124,1.001448989,27.3499794,62.10358047,98.62148285,8.150637627,1.440412045,0.0
151.9436035,16.05549049,1.761126041,0.495614588,25.39929008,996.1726074,1.430884004,1.123779058,1.024178982,7.907014847,0.502634287,0.999683619,27.32728958,61.92874908,98.59490967,7.768571854,1.441954017,0.0
147.7425995,16.10110092,1.753957033,0.497189909,25.26012993,996.1906128,1.43344295,1.210564971,1.023280978,5.273263931,0.639717817,0.999313593,27.4664402,62.15465164,98.71729279,8.537363052,1.442635059,0.0
152.4777069,16.68708992,2.482300997,0.50179702,25.35440063,996.2861938,1.389760971,1.15286696,1.023358941,8.306278229,0.625489473,0.999682486,27.40339088,61.9413414,98.65926361,8.302770615,1.439986944,0.0
150.1363983,16.00476074,1.696825981,0.493837386,26.47695923,993.0036011,1.474161029,1.176709056,1.011576056,7.054994106,0.674320996,0.990282595,26.92828941,62.98017883,98.64984131,6.686147213,1.442181945,0.0
122.126503,15.63595009,1.280390024,0.099244267,23.72076988,997.6605225,1.214167953,1.019111991,1.025156021,0.000241107,0.078752711,1.004886031,24.98406029,62.08908081,98.67697906,2.393722057,1.44392395,0.0
119.3942032,16.27313995,1.853744984,0.100184299,23.26518059,997.828125,1.219666958,1.011422992,1.01788795,0.000271518,0.069223046,0.995598614,25.19986916,62.03516006,98.69264221,3.247138977,1.444753051,0.0
148.8059998,16.72472,2.432090044,0.502572119,25.60580063,996.3040161,1.421187997,1.12044096,1.027181983,8.515584946,1.196077943,1.003028035,27.5510006,61.78091812,98.6397934,7.62341404,1.439538002,0.0
149.5737,15.87275028,1.680171013,0.497595489,25.51152039,996.1002808,1.347018957,1.105182052,1.028635979,8.881380081,0.718358815,1.006742954,27.43630028,61.76422882,98.60021973,7.522224903,1.438891053,0.0
148.5818939,15.84996033,1.718498945,0.497387409,25.16585922,996.3430176,1.447679043,1.142375946,1.01831305,7.226850986,0.328595012,0.995839477,27.33596992,62.14093018,98.69419861,8.291582108,1.439851046,0.0
146.6506958,15.74020958,1.683222055,0.495652407,25.03528023,995.2653198,1.466619015,1.166218042,1.022236943,5.714925766,0.458400995,0.995598614,27.28141975,61.81190872,98.63658142,7.805697918,1.440096021,0.0
153.5552979,15.81595039,1.712142944,0.497589111,25.38582993,996.0089722,1.484163046,1.124017954,1.022004008,6.857225895,0.475371987,0.997456074,27.2040596,61.80554962,98.69790649,7.651153088,1.440096021,0.0
119.7518005,16.35655975,1.859356999,0.100314803,23.33218956,997.8513184,1.212237,1.012912989,1.018447042,0.000466387,0.086062737,0.997013509,25.14418983,62.07703018,98.63760376,3.470372915,1.447067022,0.0
120.5577011,15.74092007,1.302080035,0.099601351,23.40670013,997.7241211,1.223894954,1.014582038,1.019713044,0.003783625,0.085774124,0.997077525,24.87524033,61.96450043,98.61023712,2.170528889,1.445742965,0.0
118.655098,15.80644989,1.326516986,0.099824287,23.46709061,997.763916,1.224308968,1.021734953,1.018286943,0.019868379,0.084130682,0.996762812,24.94698906,62.23152924,98.701828,2.379044056,1.445778012,0.0
153.2787933,16.6627903,1.782660961,0.451607704,23.7521801,996.6588745,1.523085952,1.250620008,1.067528963,7.118559837,0.69496578,1.042894959,29.80709076,64.16513824,98.67836761,8.045331955,1.442057967,0.0
148.486496,16.11137009,1.740774035,0.49759981,25.30787086,996.1947021,1.425441027,1.128785968,1.020897985,6.487551212,0.847952425,0.997456074,27.32920074,61.88502884,98.66497803,8.079692841,1.442834973,0.0
118.5502014,15.67986012,1.277055025,0.099393643,23.50276947,997.6870728,1.209660053,1.016370058,1.023460984,0.000210973,0.092503756,1.003028035,25.2115593,62.18008041,98.69264221,2.787292957,1.446573973,0.0
149.1970062,16.69364929,2.456526995,0.501932323,25.48008919,996.2893066,1.473554015,1.164311051,1.02717495,8.017933846,1.345734,1.004886031,27.54862976,61.867939,98.65223694,7.640296936,1.441077948,0.0
150.2937012,16.69137955,2.47262001,0.501885474,25.29544067,996.288208,1.427623034,1.123779058,1.02717495,9.416576385,0.763459027,1.003945947,27.49835014,61.8518486,98.64845276,7.839601994,1.440701008,0.0
149.9503937,16.68177986,2.453915119,0.501687825,25.48008919,996.2836914,1.434844971,1.171941042,1.01738596,8.043942451,1.059692979,0.996028125,27.46010017,62.07656097,98.70448303,8.350810051,1.441254973,0.0
122.7829971,15.63710022,1.301905036,0.099064797,23.65796089,997.628479,1.237591028,1.033656001,1.026849031,0.000361822,0.090948731,1.004886031,25.01709938,61.6866188,98.69909668,3.030452013,1.445191979,0.0
119.384697,15.95928001,1.416234016,0.100097001,23.34388924,997.8125,1.232617021,1.011482954,1.015535951,0.001059255,0.071487203,0.993613005,24.8824501,61.95814896,98.7111969,3.39804697,1.443145037,0.0
152.7209015,15.92833042,1.730847955,0.496993005,25.35440063,996.1223145,1.43253696,1.171702027,1.023285985,7.470032215,0.933148086,1.000247955,27.28745079,61.86198044,98.62667847,7.905219078,1.440029979,0.0
148.7106018,15.97968006,1.766008973,0.496436387,25.41724014,996.1425781,1.494300008,1.134269953,1.019767046,5.428065777,1.608540058,0.995591402,27.33309937,62.13616943,98.63083649,8.634026527,1.443092942,0.0
150.1840973,15.81264019,1.729933977,0.497232914,25.16665077,995.9765015,1.468590975,1.103037,1.022168994,6.492266178,0.663653791,0.99782759,27.43995094,61.96688843,98.67572784,8.188764572,1.443740964,0.0
148.3959045,16.06697083,1.748010993,0.495827407,25.49972916,996.177124,1.424455047,1.076333046,1.02717495,7.869449139,0.85755688,1.002974987,27.50575066,62.11231995,98.60045624,7.963811874,1.44353199,0.0
147.709198,16.04800987,1.658892989,0.489004195,26.47184944,993.1038208,1.457169056,1.213665009,0.993631303,6.762255192,0.44357869,0.970522881,27.53960037,61.17771149,98.66414642,5.240723133,1.441313028,0.0
148.0764008,16.23934937,1.895987988,0.499809891,25.41756058,996.2404785,1.384418964,1.190299034,1.024670005,7.093234062,0.633037388,1.00296998,27.56649017,61.77853012,98.62564087,7.918937206,1.439954042,0.0
119.3513031,16.25172043,1.85730803,0.100173198,23.50091934,997.8261108,1.225651979,1.01481998,1.025318027,0.00037208,0.042970259,1.001144052,25.29898071,62.21770096,98.68702698,2.862705946,1.443912029,0.0
101.2360001,18.22853088,6.962499142,0.100498699,23.56373024,997.8842163,1.22568202,1.009098053,1.025979996,0.000116597,0.110249899,1.004886031,24.08119011,61.66318893,98.70111084,2.747102022,1.440783978,0.0
121.9167023,15.8366003,1.324347019,0.099926837,23.41230965,997.7822266,1.214038968,1.014225006,1.023663998,0.000683362,0.084302969,1.003028035,24.90063095,61.75046158,98.6843338,2.906769037,1.444059968,0.0
118.8522034,15.61977959,1.295236945,0.099189281,23.73526955,997.6506958,1.234621048,1.02936399,1.018264055,0.116053,0.098557323,0.996313274,24.87919044,62.03841019,98.69161224,3.564990997,1.445860982,0.0
151.3713989,15.9262104,1.727002978,0.497015893,25.22871017,996.121521,1.451864958,1.126878977,1.021330953,7.583845139,0.509790301,0.999313593,27.24474907,61.76184082,98.63047028,7.951688766,1.439668059,0.0
148.391098,16.27145958,1.921205044,0.500330091,25.34952927,996.2525024,1.44442904,1.139754057,1.027084947,7.346869946,1.170528054,1.003214002,27.56071091,62.12424088,98.67697144,8.074928284,1.439087987,0.0
102.1085968,18.2890892,7.04041481,0.100541003,23.37528992,997.8917236,1.248762012,1.027694941,1.024988055,3.6e-05,0.078814737,1.004585028,24.01213074,62.17776108,98.65096283,2.801930904,1.445770025,0.0
153.0021973,15.60153008,1.032961965,0.498519987,25.32995987,996.3618164,2.079457998,0.98176378,0.970519304,0.034050621,0.407263011,0.951019585,0.452286094,62.23392105,98.28697968,7.871619225,1.407699943,1.0
149.8740997,17.7614994,1.387987018,0.500500381,24.77985001,996.0874023,2.082163095,0.987211227,0.977043629,0.112317897,0.513905585,0.958043575,0.310759097,62.07894897,98.54860687,7.521049976,1.404922009,1.0
119.4180984,19.14364052,1.287829041,0.095482081,19.28408051,998.2564087,1.227579951,1.021496058,1.021942973,0.077073254,0.06394206,1.000359058,24.93894958,62.22808838,98.74996948,3.24683094,1.438595057,1.0
149.2637024,15.9823904,1.206907034,0.510815918,25.44104958,996.3181152,1.166375041,0.950208008,0.971437097,0.154029101,0.121936001,0.945716679,24.94504929,63.1423111,98.52126312,10.13029003,1.442993999,1.0
148.2147064,15.71247005,1.131636024,0.498151392,25.54294014,996.3458862,1.257796049,0.956883788,0.958449423,0.00078827,0.0,0.93721813,7.029676914,61.88582993,98.23770905,0.3606686,1.432374001,1.0
150.7801056,17.76248932,1.40950799,0.50048238,24.76948929,996.0847778,2.08237505,0.986639023,0.977060318,0.008492917,0.489817888,0.958069086,0.310396194,62.04238892,98.53984833,7.5008111,1.40418303,1.0
149.7144012,16.0860405,1.479801059,0.500980914,25.41724014,996.3430786,1.413102984,0.973692477,0.971943617,0.02276607,1.655701995,0.951019585,18.13731003,60.18349075,98.25453186,3.446940899,1.431573033,1.0
147.5424042,18.33498001,1.696866035,0.496659905,24.51919937,995.1334229,1.406232953,1.130694032,1.018777966,6.971690178,0.758423328,0.997205019,27.35047913,62.13776016,98.68995667,8.458985329,1.423706055,1.0
119.6755981,19.14417076,1.280128002,0.095467269,19.30212021,998.2536011,1.222983003,1.019350052,1.019199967,0.000118463,0.089327872,0.998994291,24.79541969,61.80236816,98.69747162,2.865036011,1.439605951,1.0
148.9586029,15.70573997,1.205193996,0.496568799,25.54294014,996.3314209,2.115214109,1.007325053,0.975092471,0.06855952,0.363053203,0.956642687,0.797278881,61.33267975,98.29432678,5.79861021,1.418951988,1.0
121.1727982,19.1341095,1.859927058,0.094768852,19.46272087,998.1224976,2.058995962,0.96574682,1.006011009,0.01207398,0.0,0.984089017,0.514034808,61.02571106,98.60666656,0.0,1.430104017,1.0
149.5498962,18.35100937,1.679600954,0.4966757,24.38042068,995.0117188,1.416295052,1.12974,1.021579981,8.298211098,0.716947496,0.997477829,27.24831009,62.06702042,98.73912048,8.260237694,1.425115943,1.0
148.6772003,17.92951965,1.411082029,0.501815319,24.91449928,995.7385864,1.420410037,0.954499483,0.970540524,0.000260112,0.0,0.947803617,17.65099907,61.15254974,98.71251678,5.532433987,1.42406702,1.0
149.6165924,15.59597015,1.007498026,0.498733401,25.79434967,996.3626709,2.077327013,0.979951084,0.96986407,0.01288157,0.51728338,0.949313223,0.454594612,61.80316925,98.28227997,7.474326134,1.407426,1.0
152.7017975,15.70627022,1.248445034,0.497202814,25.35622978,996.3291016,2.133745909,1.017681003,0.978153288,0.046263229,0.358032107,0.958347619,0.773217916,62.09325027,98.3361969,3.443830967,1.420717001,1.0
149.9026947,18.34369087,1.701274037,0.496668488,24.5689106,995.0671997,1.409834027,1.111619949,1.027397037,7.471389771,0.746377528,1.004472017,27.38739014,61.94305038,98.72161102,7.703596115,1.425186038,1.0
148.2194977,15.57448006,1.012874007,0.498243809,25.60231018,996.3660278,2.072845936,0.977704525,0.971179187,0.000448294,0.390663892,0.951019585,0.463516802,61.82144928,98.25286102,6.908274174,1.406834006,1.0
151.8625031,18.26441002,2.005012035,0.495667398,24.50606918,995.84198,2.128421068,1.021496058,0.980415523,0.000547858,0.329837412,0.956751585,1.122902989,63.1590004,98.58651733,3.801575899,1.410352945,1.0
148.0312042,15.87751007,1.382189989,0.493014306,25.66864967,996.3483276,2.107959032,0.988117218,0.965855122,0.000555588,0.0,0.945447206,0.35858041,61.71828842,98.23805237,0.0,1.429780006,1.0
148.7534943,15.65909958,1.058549047,0.496149004,25.57883072,996.3527832,2.09513998,0.990978181,0.970837414,0.000102095,0.36312291,0.950802982,0.428389609,62.82759094,98.26896667,4.956779003,1.410513043,1.0
148.2861938,15.58950996,0.998769283,0.498835504,25.57436943,996.3637085,2.076812029,0.97993052,0.970196426,0.000128739,0.445946515,0.949954629,0.457277507,62.14331818,98.29680634,7.208306789,1.408036947,1.0
150.9232025,17.99629021,1.538324952,0.497840613,24.7259903,995.5786133,1.475847006,1.127833009,1.023460984,0.02091781,0.920379698,1.00156796,21.30685997,62.06464005,98.77451324,7.99298811,1.421301961,1.0
148.8059998,15.7070303,1.181416988,0.501271725,25.63722038,996.3256836,2.012579918,1.008064985,0.974937081,0.000306221,0.863595486,0.954816282,0.686152518,61.92396927,98.25713348,0.194250107,1.427873015,1.0
148.6009064,15.70701027,1.178956985,0.502139688,25.41724014,996.3259277,1.951956987,1.011244059,0.975007713,0.000297345,0.905213118,0.956592023,0.691841781,62.05033112,98.34880829,0.336192489,1.427988052,1.0
120.405098,19.01404953,1.521404982,0.094859742,19.37809944,998.1395874,1.600669026,0.963468313,1.003116012,0.001163408,0.0,0.982063472,5.329964161,61.1085701,98.65075684,0.0,1.433365941,1.0
141.6914978,15.10933018,1.484269977,0.487615198,25.41724014,996.4362793,1.04005897,0.840295315,0.855392992,5.84e-05,0.0,0.833736002,4.972043991,60.37184143,97.7441864,0.0,1.439216971,1.0
119.9377975,18.85367966,1.324406981,0.095008723,19.3239193,998.1674805,1.317945004,1.010846019,1.042889953,0.000328206,0.0,1.021772981,13.4047699,60.61534882,98.72354126,0.0,1.440757036,1.0
154.1179962,18.27408981,2.010708094,0.495799512,24.82024002,995.8449707,2.12491703,1.020992994,0.980738878,0.000464491,0.481349885,0.959016979,0.732683718,63.32112885,98.58908844,5.291684151,1.410820007,1.0
118.6408005,18.94951057,1.253824949,0.095143177,19.3113308,998.1928101,1.219095945,1.003615022,1.017500997,0.000105783,0.140715405,0.998782516,21.36282921,61.73958969,98.76112366,1.813256979,1.435848951,1.0
148.5151062,17.77086067,1.380522966,0.500329316,24.70635033,996.0629883,2.08418107,0.987640321,0.977202713,0.024353379,0.670521498,0.958788574,0.307311088,61.86555862,98.53053284,7.815652847,1.40525806,1.0
